"id_pd","nombre_pd","direccion","nombre_institucional","id_provincia","id_departamento","id_localidad","id_municipio","provincia","departamento","localidad","municipio","mail_institucional","latitud","longitud","horarios","link_facebook","estado"
"119","Gral. San Martín","Lavalle 384","CIC","AR-H","1352","5426","CHA025","Chaco","Libertador General San Martin","General Jose de San Martin","General San Martín","gralsanmartin@puntodigital.gob.ar","-26.5376091","-59.3533592","Lunes 07:00 a 12:00 - 14:00 a 17:00 , Martes 07:00 a 12:00 - 14:00 a 17:00 , Miércoles 07:00 a 12:00 - 14:00 a 17:00 , Jueves 07:00 a 12:00 - 14:00 a 17:00 , Viernes 07:00 a 12:00 - 14:00 a 17:00 ","","Activo"
"120","Puerto Tirol","9 de Julio 250","Municipalidad","AR-H","1354","5358","CHA057","Chaco","Libertad","Puerto Tirol","Puerto Tirol","puertotirol@puntodigital.gob.ar","-27.3739223","-59.0900726","Lunes 08:00 a 12:00 - 15:00 a 20:00 , Martes 08:00 a 12:00 - 15:00 a 20:00 , Miércoles 08:00 a 12:00 - 15:00 a 20:00 , Jueves 08:00 a 12:00 - 15:00 a 20:00 , Viernes 08:00 a 12:00 - 15:00 a 20:00 ","https://www.facebook.com/Punto-Digital-Puerto-Tirol-150409588821670","Activo"
"121","Quitilipi","25 de Mayo 545","Municipalidad","AR-H","1721","5583","CHA059","Chaco","Quitilipi","Quitilipi","Quitilipi","quitilipi@puntodigital.gob.ar","-26.8729286","-60.2173233","Lunes 08:00 a 12:00 - 16:00 a 20:00 , Martes 08:00 a 12:00 - 16:00 a 20:00 , Miércoles 08:00 a 12:00 - 16:00 a 20:00 , Jueves 08:00 a 12:00 - 16:00 a 20:00 , Viernes 08:00 a 12:00 - 16:00 a 20:00 ","https://www.facebook.com/puntodigital.gob.ar/","Activo"
"122","Villa Angela","Pasteur","Municipalidad","AR-H","1357","5494","CHA066","Chaco","Mayor Jorge Luis Fontana","Villa Angela","Villa Ángela","villaangela@puntodigital.gob.ar","-27.57741","-60.7106246","Lunes 08:00 a 12:00 - 16:00 a 21:00 , Miércoles 08:00 a 12:00 - 16:00 a 21:00 , Martes 08:00 a 12:00 - 16:00 a 21:00 , Jueves 08:00 a 12:00 - 16:00 a 21:00 , Viernes 08:00 a 12:00 - 16:00 a 21:00 ","","Activo"
"124","Colonia Elisa","Guemes 605","CIC","AR-H","1348","5645","CHA011","Chaco","Sargento Cabral","Colonia Elisa","Colonia Elisa","coloniaelisa@puntodigital.gob.ar","-26.931184","-59.518819","","https://www.facebook.com/Punto-Digital-CIC-Colonia-Elisa-282298782198021/?hc_ref=SEARCH","Activo"
"125","Gral. Vedia","Lote 8 L. 26º 54`12``","Fundación Valdocco","AR-H","1360","4996","CHA026","Chaco","Bermejo","General Vedia","General Vedia","generalvedia@puntodigital.gob.ar","-26.9038086","-58.6314659","","","Activo"
"126","Laguna Blanca II","Américo Panzardi y Malvinas Argentinas","-","AR-H","1354","5357","CHA036","Chaco","Libertad","Laguna Blanca","Laguna Blanca","lagunablanca2@puntodigital.gob.ar","-27.2551632","-59.2321892","Lunes 08:00 a 18:00 , Martes 08:00 a 18:00 , Miércoles 08:00 a 18:00 , Jueves 08:00 a 18:00 , Viernes 08:00 a 18:00 ","","Activo"
"127","Alto Alegre","Buenos Aires 501","SUM Municipal","AR-X","1384","4248","CBA012","Córdoba","Union","Alto Alegre","Alto Alegre","altoalegre@puntodigital.gob.ar","-32.345564","-62.884648","Lunes 08:00 a 12:00 - 16:00 a 20:00 , Martes 08:00 a 12:00 - 16:00 a 20:00 , Miércoles 08:00 a 12:00 - 16:00 a 20:00 , Jueves 08:00 a 12:00 - 16:00 a 20:00 , Viernes 08:00 a 12:00 - 16:00 a 20:00 ","","Activo"
"129","Colonia Bismarck","San Martin S/N","Edificio Municipal","AR-X","1384","4257","CBA081","Córdoba","Union","Colonia Bismarck","Colonia Bismarck","bismarck@puntodigital.gob.ar","-33.30144","-62.712632","","","Activo"
"130","Las Acequias","Elías Mayarano 248","CIC","AR-X","1382","3534","CBA195","Córdoba","Rio Cuarto","Las Acequias","Las Acequias","lasacequias@puntodigital.gob.ar","-33.28062","-63.975303","Lunes 08:00 a 20:00 , Martes 08:00 a 20:00 , Miércoles 08:00 a 20:00 , Jueves 08:00 a 20:00 , Viernes 08:00 a 20:00 ","https://www.facebook.com/Punto-Digital-Las-Acequias-1370383379714178/","Activo"
"131","Leones","Av. del Libertador 1552","Centro Cultural Municipal","AR-X","1386","3296","CBA218","Córdoba","Marcos Juarez","Leones","Leones","leones@puntodigital.gob.ar","-32.6611819","-62.3080744","Lunes 08:00 a 12:00 - 14:00 a 18:00 , Martes 08:00 a 12:00 - 14:00 a 18:00 , Miércoles 08:00 a 12:00 - 14:00 a 18:00 , Jueves 08:00 a 12:00 - 14:00 a 18:00 , Viernes 08:00 a 12:00 - 14:00 a 18:00 ","","Activo"
"132","Los Cisnes","Buenos Aires 158","SUM Municipal","AR-X","1385","3240","CBA221","Córdoba","Juarez Celman","Los Cisnes","Los Cisnes","loscisnes@puntodigital.gob.ar","-33.399748","-63.472012","","https://www.facebook.com/Punto-Digital-Los-Cisnes-1377528919156151/","Activo"
"133","Monte Maíz","San Martín 1550","Municipalidad","AR-X","1384","4263","CBA261","Córdoba","Union","Monte Maiz","Monte Maíz","montemaiz@puntodigital.gob.ar","-33.204866","-62.600703","","","Activo"
"134","Morrison","Leonardo Murialdo S/N","CIC","AR-X","1384","4264","CBA263","Córdoba","Union","Morrison","Morrison","morrison@puntodigital.gob.ar","-32.600377","-62.838042","","https://www.facebook.com/nac.morrison","Activo"
"135","Noetinger","Eva Perón S/N","Unidad Basica","AR-X","1384","4265","CBA266","Córdoba","Union","Noetinger","Noetinger","noetinger@puntodigital.gob.ar","-32.364253","-62.308166","Lunes 15:00 a 19:00 , Martes 15:00 a 19:00 , Miércoles 15:00 a 19:00 , Jueves 15:00 a 19:00 , Viernes 15:00 a 19:00 ","https://www.facebook.com/puntodigitalnoet/","Activo"
"137","Pueblo Italiano","Avenida Cordoba 90","Salón Comunitario de Cultura  “Oscar Cacho de la Mano”","AR-X","1384","4268","CBA292","Córdoba","Union","Pueblo Italiano","Pueblo Italiano","puebloitaliano@puntodigital.gob.ar","-33.880871","-62.839282","Lunes 08:00 a 12:00 ","https://www.facebook.com/PDPuebloItaliano/","Activo"
"138","Villa Ascasubi","Malvinas Argentinas 695","CIC","AR-X","1388","4117","CBA383","Córdoba","Tercero Arriba","Villa Ascasubi","Villa Ascasubi","ascasubi@puntodigital.gob.ar","-32.165581","-63.890101","","https://www.facebook.com/nac.villaascasubi/","Activo"
"139","Villa del Totoral","Leopoldo Lugones S/N","CIC","AR-X","1400","4157","CBA398","Córdoba","Totoral","Villa del Totoral","Villa del Totoral","villatotoral@puntodigital.gob.ar","-30.708434","-64.066365","Lunes 08:00 a 18:00 , Martes 08:00 a 18:00 , Miércoles 08:00 a 18:00 , Jueves 08:00 a 18:00 , Viernes 08:00 a 18:00 ","https://www.facebook.com/PuntoDigitalVillaDelTotoral","Activo"
"140","San Marcos Sierra","Moreno S/N","Centro Cultural Marcelo Pais","AR-X","1390","3082","CBA336","Córdoba","Cruz del Eje","San Marcos Sierra","San Marcos Sierras","marcossierra@puntodigital.gob.ar","-30.781335","-64.639482","Lunes 09:00 a 14:00 - 16:00 a 21:00 , Martes 09:00 a 14:00 - 16:00 a 21:00 , Miércoles 09:00 a 14:00 - 16:00 a 21:00 , Jueves 09:00 a 14:00 - 16:00 a 21:00 , Viernes 09:00 a 14:00 - 16:00 a 21:00 ","https://www.facebook.com/PDSanMarcosSierras/?ref=br_rs","Activo"
"141","Campo de la Ribera","Martín Cartechini S/N","Espacio para la memoria y la promoción de los Derechos Humanos ","AR-X","1406","2940","CBA100","Córdoba","Capital","Cordoba","Córdoba","campodelaribera@puntodigital.gob.ar","-31.408577","-64.132873","Lunes 09:00 a 16:00 , Martes 09:00 a 16:00 , Miércoles 09:00 a 16:00 , Jueves 09:00 a 16:00 , Viernes 09:00 a 16:00 ","","Activo"
"142","Cavanagh","Avenida Badenia S/N","Municipalidad","AR-X","1386","3285","CBA061","Córdoba","Marcos Juarez","Cavanagh","Cavanagh","cavanagh@puntodigital.gob.ar","-33.475868","-62.338703","","","Activo"
"143","Las Peñas","Boulevard San Martín Sin número","Punto DIgital","AR-X","1400","4151","CBA207","Córdoba","Totoral","Las Peñas","Las Peñas","laspenas@puntodigital.gob.ar","-30.563597","-63.999579","Lunes 09:00 a 13:00 - 15:00 a 19:00 , Martes 09:00 a 13:00 - 15:00 a 19:00 , Miércoles 09:00 a 13:00 - 15:00 a 19:00 , Jueves 09:00 a 13:00 - 15:00 a 19:00 , Viernes 09:00 a 13:00 - 15:00 a 19:00 ","","Activo"
"144","La Posta","San Martin S/N","CIC","AR-X","1394","3615","CBA185","Córdoba","Rio Primero","La Posta","La Posta","laposta@puntodigital.gob.ar","-30.564299","-63.516439","Lunes 09:00 a 13:00 - 15:00 a 19:00 , Martes 09:00 a 13:00 - 15:00 a 19:00 , Miércoles 09:00 a 13:00 - 15:00 a 19:00 , Jueves 09:00 a 13:00 - 15:00 a 19:00 , Viernes 09:00 a 13:00 - 15:00 a 19:00 ","","Activo"
"145","Alejandro Roca","Velez Sarfield S/N","Edificio Municipal","AR-X","1385","3230","CBA006","Córdoba","Juarez Celman","Alejandro Roca","Alejandro Roca","aroca@puntodigital.gob.ar","-33.352507","-63.717362","","https://www.facebook.com/PuntoDigitalalejandroroca/","Temporalmente cerrado"
"146","Pampayasta Sud","San Martin S/N","Casa Municipal de la Cultura “Armando Molina Rosa”","AR-X","1388","4113","CBA277","Córdoba","Tercero Arriba","Pampayasta Sur","Pampayasta Sud","pampayasta@puntodigital.gob.ar","-32.253234","-63.646266","Lunes 08:00 a 12:00 - 13:00 a 20:00 , Martes 08:00 a 12:00 - 13:00 a 20:00 , Miércoles 08:00 a 12:00 - 13:00 a 20:00 , Jueves 08:00 a 12:00 - 13:00 a 20:00 , Viernes 08:00 a 12:00 - 13:00 a 20:00 ","https://www.facebook.com/nacpampayasta","Activo"
"147","Idiázabal","Sarmiento S/N","Municipalidad","AR-X","1384","4259","CBA152","Córdoba","Union","Idiazabal","Idiazábal","idiazabal@puntodigital.gob.ar","-32.811851","-63.032995","Lunes 09:00 a 12:30 - 16:00 a 18:30 , Martes 09:00 a 12:30 - 16:00 a 18:30 , Miércoles 09:00 a 12:30 - 16:00 a 18:30 , Jueves 09:00 a 12:30 - 16:00 a 18:30 , Viernes 09:00 a 12:30 - 16:00 a 18:30 ","https://www.facebook.com/profile.php?id=100010070565598&fref=ts","Activo"
"148","San Antonio de Arredondo","Avenida. Cura Brochero 2305","Salon Municipal","AR-X","1396","3433","CBA320","Córdoba","Punilla","San Antonio de Arredondo","San Antonio de Arredondo","sanantoniodearredondo@puntodigital.gob.ar","-31.494538","-64.544796","","","Activo"
"149","La Perla","Ruta Nacional N°20 km12","Espacio para la memoria y la promoción de los Derechos Humanos ","AR-X","1389","4015","CBA241","Córdoba","Santa Maria","Malagueño","Malagueño","laperla@puntodigital.gob.ar","-31.446539","-64.380999","","https://www.facebook.com/Punto-Digital-La-Perla-1721998244716020/","Activo"
"150","Villa María","Gobernador Sabattini 40","Biblioteca Popular Municipal","AR-X","1393","3156","CBA411","Córdoba","General San Martin","Villa Maria","Villa María","villamaria@puntodigital.gob.ar","-32.412567","-63.246611","","https://www.facebook.com/PDVillaMaria/","Activo"
"151","Bella Vista","25 de Mayo S/N","CIC","AR-W","1409","4289","COR002","Corrientes","Bella Vista","Bella Vista","Bella Vista","bellavista@puntodigital.gob.ar","-28.516725","-59.05281","Lunes 07:30 a 12:30 - 13:00 a 18:00 , Martes 07:30 a 12:30 - 13:00 a 18:00 , Miércoles 07:30 a 12:30 - 13:00 a 18:00 , Jueves 07:30 a 12:30 - 13:00 a 18:00 , Viernes 07:30 a 12:30 - 13:00 a 18:00 ","","Activo"
"152","Corrientes","Turín S/N","CIC","AR-W","1419","4301","COR012","Corrientes","Capital","Corrientes","Corrientes","corrientes@puntodigital.gob.ar","-27.501361","-58.785341","Lunes 08:00 a 22:00 , Martes 08:00 a 22:00 , Miércoles 08:00 a 22:00 , Jueves 08:00 a 22:00 , Viernes 08:00 a 22:00 ","https://www.facebook.com/nac.corrientescapital/","Activo"
"153","Curuzú Cuatiá","Colón 2253","CIC","AR-W","1421","4373","COR014","Corrientes","Curuzu Cuatia","Curuzu Cuatia","Curuzú Cuatiá","curuzucuatia@puntodigital.gob.ar","-29.782662","-58.072647","Lunes 08:00 a 18:00 , Martes 08:00 a 18:00 , Miércoles 08:00 a 18:00 , Jueves 08:00 a 18:00 , Viernes 08:00 a 18:00 ","","Temporalmente cerrado"
"154","Monte Caseros","uan Domingo Perón S/N","Edificio Municipal","AR-W","1416","4690","COR038","Corrientes","Monte Caseros","Monte Caseros","Monte Caseros","montecaseros@puntodigital.gob.ar","-30.316047","-57.72998","Lunes 09:00 a 21:00 , Martes 09:00 a 21:00 , Miércoles 09:00 a 21:00 , Jueves 09:00 a 21:00 , Viernes 09:00 a 21:00 ","","Activo"
"155","Perugorría","Genaro Perugorria 98","Casa de la Cultura","AR-W","1421","4374","COR045","Corrientes","Curuzu Cuatia","Perugorria","Perugorría","perugorria@puntodigital.gob.ar","-29.340644","-58.609264","Lunes 08:00 a 12:30 - 16:00 a 20:30 , Martes 08:00 a 12:30 - 16:00 a 20:30 , Miércoles 08:00 a 12:30 - 16:00 a 20:30 , Jueves 08:00 a 12:30 - 16:00 a 20:30 , Viernes 08:00 a 12:30 - 16:00 a 20:30 ","https://www.facebook.com/Punto-Digital-Perugorria-126301884599729/","Temporalmente cerrado"
"156","Saladas","Avenida del Trabajo 4000","Comedor Ñande Mitai","AR-W","1431","4735","COR049","Corrientes","Saladas","Saladas","Saladas","saladas@puntodigital.gob.ar","-28.262632","-58.61805","Lunes 07:00 a 13:00 , Martes 07:00 a 13:00 , Miércoles 07:00 a 13:00 , Jueves 07:00 a 13:00 , Viernes 07:00 a 13:00 ","","Activo"
"157","Santo Tomé","Andres Guacurari S/N","CIC","AR-W","1425","4886","COR059","Corrientes","Santo Tome","Santo Tome","Santo Tomé","santotome@puntodigital.gob.ar","-28.559575","-56.048641","Lunes 08:00 a 12:00 - 16:00 a 20:00 , Martes 08:00 a 12:00 - 16:00 a 20:00 , Miércoles 08:00 a 12:00 - 16:00 a 20:00 , Jueves 08:00 a 12:00 - 16:00 a 20:00 , Viernes 08:00 a 12:00 - 16:00 a 20:00 ","https://www.facebook.com/nac.santotome/?ref=br_rs","Activo"
"158","Antofagasta de la Sierra","Rivadavia S/N","-","AR-K","1332","2472","CAT004","Catamarca","Antofagasta de la Sierra","Antofagasta de la Sierra","Antofagasta de la Sierra","antofagasta@puntodigital.gob.ar","-26.067757","-67.410656","","","Activo"
"159","Hualfín","17 de julio","-","AR-K","1333","2530","CAT005","Catamarca","Belen","Hualfin","Belén","ualfin@puntodigital.gob.ar","-27.2250593","-66.8338024","Martes 08:00 a 20:00 , Lunes 08:00 a 20:00 , Miércoles 08:00 a 20:00 , Viernes 08:00 a 20:00 , Jueves 08:00 a 20:00 , Sábado 09:00 a 17:00 , Domingo 09:00 a 17:00 ","","Activo"
"160","Los Ángeles","Frente a Plaza Los Ángeles","-","AR-K","1334","2567","CAT012","Catamarca","Capayan","Los Angeles","Huillapima","losangeles@puntodigital.gob.ar","-28.5078951","-65.9545322","Lunes 08:00 a 12:00 - 15:00 a 19:00 , Martes 08:00 a 19:00 , Miércoles 08:00 a 19:00 , Jueves 08:00 a 19:00 , Viernes 08:00 a 19:00 , Sábado 08:00 a 19:00 ","","Activo"
"161","Huillapima","Barrio Centro S/N","Polideportivo Municipal","AR-K","1334","2566","CAT012","Catamarca","Capayan","Huillapima","Huillapima","huillapima@puntodigital.gob.ar","-28.732156","-65.983028","Lunes 08:00 a 12:00 - 15:00 a 20:00 , Martes 08:00 a 12:00 - 15:00 a 20:00 , Miércoles 08:00 a 12:00 - 15:00 a 20:00 , Jueves 08:00 a 12:00 - 15:00 a 20:00 , Viernes 08:00 a 12:00 - 15:00 a 20:00 ","https://www.facebook.com/Punto-Digital-Huillapima-251287688353688/","Activo"
"162","Icaño","Av. Ifrain Castillo S/N","Salon Municipal de Ayamarca","AR-K","1339","2684","CAT013","Catamarca","La Paz","Icaño","Icaño","icano@puntodigital.gob.ar","-28.9177113","-65.333045","Lunes 08:00 a 13:00 - 14:00 a 18:00 , Martes 08:00 a 13:00 - 14:00 a 18:00 , Miércoles 08:00 a 13:00 - 14:00 a 18:00 , Jueves 08:00 a 13:00 - 14:00 a 18:00 , Viernes 08:00 a 13:00 - 14:00 a 18:00 ","","Activo"
"163","Catamarca CIS","Virgen del Valle Norte S/N altura 2050","-","AR-K","1343","2578","CAT026","Catamarca","Capital","San Fernando del Valle de Catamarca","San Fernando del Valle de Catamarca","catamarca@puntodigital.gob.ar","-28.4377883","-65.7889682","","https://www.facebook.com/Punto-Digital-CIS-Catamarca-123851644814741","Activo"
"164","Catamarca SEPAVE","Federico País 519","-","AR-K","1343","2578","CAT026","Catamarca","Capital","San Fernando del Valle de Catamarca","San Fernando del Valle de Catamarca","sepavecatamarca@puntodigital.gob.ar","-28.4247207","-65.7785969","Lunes 08:00 a 13:00 - 14:00 a 19:00 , Martes 08:00 a 13:00 - 14:00 a 19:00 , Miércoles 08:00 a 13:00 - 14:00 a 19:00 , Jueves 08:00 a 13:00 - 14:00 a 19:00 , Viernes 08:00 a 13:00 - 14:00 a 19:00 ","https://www.facebook.com/PuntoDigitalSepaveSalazar/","Activo"
"165","Santa María","Quintana ","Complejo de Comunicaciones ","AR-K","1344","2771","CAT028","Catamarca","Santa Maria","Santa Maria","Santa María","santamaria@puntodigital.gob.ar","-26.695686","-66.047637","","https://www.facebook.com/pg/PDSantaMariaCoronelSuarez/about/?ref=page_internal","Activo"
"166","Tinogasta","A. del Pino 700","-","AR-K","1337","2848","CAT032","Catamarca","Tinogasta","Tinogasta","Tinogasta","tinogasta@puntodigital.gob.ar","-28.0645034","-67.5702256","Lunes 07:00 a 13:00 - 15:00 a 21:00 , Martes 07:00 a 13:00 - 15:00 a 21:00 , Miércoles 07:00 a 13:00 - 15:00 a 21:00 , Jueves 07:00 a 13:00 - 15:00 a 21:00 , Viernes 07:00 a 13:00 - 15:00 a 21:00 ","","Activo"
"167","Pomán","Barrio San Nicolás S/N","-","AR-K","1341","2726","CAT019","Catamarca","Poman","Poman","Pomán","poman@puntodigital.gob.ar","-28.3748929","-66.2965019","Lunes 15:00 a 20:30 , Martes 15:00 a 20:30 , Miércoles 16:00 a 20:30 , Viernes 17:30 a 21:00 ","","Activo"
"168","Chajarí","Moreno S/N","CIC","AR-E","1440","5969","ERI009","Entre Ríos","Federacion","Chajari","Chajarí","chajari@puntodigital.gob.ar","-30.750699","-57.995593","Lunes 08:00 a 12:00 , Martes 08:00 a 12:00 , Miércoles 08:00 a 12:00 , Jueves 08:00 a 12:00 , Viernes 08:00 a 12:00 ","","Activo"
"169","Diamante","Alem S/N","CIC","AR-E","1434","5931","ERI016","Entre Ríos","Diamante","Diamante","Diamante","diamante@puntodigital.gob.ar","-32.074327","-60.638952","Lunes 09:00 a 12:00 - 14:00 a 21:00 , Martes 09:00 a 12:00 - 14:00 a 21:00 , Miércoles 09:00 a 12:00 - 14:00 a 21:00 , Jueves 09:00 a 12:00 - 14:00 a 21:00 , Viernes 09:00 a 12:00 - 14:00 a 21:00 ","https://www.facebook.com/puntodigitaldiamante/","Activo"
"170","San José de Feliciano","Belgrano S/N","Edificio Municipal","AR-E","1447","6027","ERI047","Entre Ríos","Feliciano","San Jose de Feliciano","San José de Feliciano","feliciano@puntodigital.gob.ar","-30.384911","-58.750784","Lunes 09:00 a 13:00 , Martes 09:00 a 13:00 , Miércoles 09:00 a 13:00 , Jueves 09:00 a 13:00 , Viernes 09:00 a 13:00 ","","Activo"
"172","Paraná","Enrique Carbó 194","Casa de la Cultura","AR-E","1439","6260","ERI039","Entre Ríos","Parana","Parana","Paraná","parana@puntodigital.gob.ar","-31.737784","-60.530289","Lunes 08:00 a 13:00 - 16:00 a 20:00 , Martes 08:00 a 13:00 - 16:00 a 20:00 , Miércoles 08:00 a 13:00 - 16:00 a 20:00 , Jueves 08:00 a 13:00 - 16:00 a 20:00 , Viernes 08:00 a 13:00 ","https://www.facebook.com/PuntoDigitalParana","Activo"
"173","Villaguay","Avenida Raúl Alfonsín 1111","Centro de Convenciones Municipal","AR-E","1449","6435","ERI067","Entre Ríos","Villaguay","Villaguay","Villaguay","villaguay@puntodigital.gob.ar","-31.867433","-59.027009","Lunes 07:00 a 13:00 - 16:00 a 20:30 , Martes 07:00 a 13:00 - 16:00 a 20:30 , Miércoles 07:00 a 13:00 - 16:00 a 20:30 , Jueves 07:00 a 13:00 - 16:00 a 20:30 , Viernes 07:00 a 13:00 - 16:00 a 20:30 ","https://www.facebook.com/Punto-Digital-Villaguay-1856112931323841/?hc_ref=PAGES_TIMELINE","Activo"
"174","El Pingo","Perón S/N","Ex Escuela N°120","AR-E","1439","6252","ERI900","Entre Ríos","Parana","El Pingo","El Pingo","elpingo@puntodigital.gob.ar","-31.582396","-59.891453","Lunes 09:00 a 12:00 - 15:00 a 21:00 , Martes 09:00 a 12:00 - 15:00 a 21:00 , Miércoles 09:00 a 12:00 - 15:00 a 21:00 , Jueves 09:00 a 12:00 - 15:00 a 21:00 , Viernes 09:00 a 12:00 - 15:00 a 21:00 , Sábado 15:00 a 18:00 , Domingo 15:00 a 18:00 ","https://www.facebook.com/nacelpingo/?fref=ts","Activo"
"175","Concepción del Uruguay","Presbitero Allais S/N","CIC","AR-E","1436","6352","ERI012","Entre Ríos","Uruguay","Concepcion del Uruguay","Concepción del Uruguay","cdeluruguay@puntodigital.gob.ar","-32.473088","-58.257676","Lunes 08:00 a 13:00 - 15:00 a 18:00 , Martes 08:00 a 13:00 - 15:00 a 18:00 , Miércoles 08:00 a 13:00 - 15:00 a 18:00 , Jueves 08:00 a 13:00 - 15:00 a 18:00 , Viernes 08:00 a 13:00 - 15:00 a 18:00 ","","Activo"
"176","La Paz","Hipólito  Yrigoyen S/N","CIC","AR-E","1437","6174","ERI031","Entre Ríos","La Paz","La Paz","La Paz","lapaz@puntodigital.gob.ar","-30.760920","-59.647678","Lunes 15:00 a 18:00 , Martes 08:00 a 12:00 , Miércoles 08:00 a 12:00 , Jueves 15:00 a 18:00 - 08:00 a 00:00 , Viernes 15:00 a 18:00 ","","Activo"
"177","Nogoyá","Marconi S/N","CIC","AR-E","1435","6201","ERI037","Entre Ríos","Nogoya","Nogoya","Nogoyá","nogoya@puntodigital.gob.ar","-32.3916415","-59.7997009","","https://www.facebook.com/Punto-Digital-Nogoy%C3%A1-1906246192926563/","Activo"
"178","Concordia","Moulins S/N","Casa del Bicentenario","AR-E","1442","5903","ERI013","Entre Ríos","Concordia","Concordia","Concordia","concordia@puntodigital.gob.ar","-31.3728519","-58.0494763","Lunes 07:00 a 20:00 , Martes 07:00 a 20:00 , Miércoles 07:00 a 20:00 , Jueves 07:00 a 20:00 , Viernes 07:00 a 20:00 , Sábado 09:30 a 17:00 , Domingo 16:00 a 19:00 ","","Activo"
"179","Casa del Estudiante","Avenida Antártida Argentina","Universidad de Formosa","AR-P","1452","6591","FOR008","Formosa","Formosa","Formosa","Formosa","formosa2@puntodigital.gob.ar","-26.189332","-58.194238","Lunes 07:00 a 13:00 - 15:00 a 21:00 , Martes 07:00 a 13:00 - 15:00 a 21:00 , Miércoles 07:00 a 13:00 - 15:00 a 21:00 , Jueves 07:00 a 13:00 - 15:00 a 21:00 , Viernes 07:00 a 13:00 - 15:00 a 21:00 ","","Activo"
"182","Herradura","Avenida Independencia","Casa de la solidaridad","AR-P","1455","6627","FOR014","Formosa","Laishi","Herradura","Herradura","herradura@puntodigital.gob.ar","-26.483561","-58.309808","","","Activo"
"184","Laguna Blanca I","Rivadavia S/N","Biblioteca Pública  Comandante Luis Jorge Fontana ","AR-P","1451","6920","FOR017","Formosa","Pilcomayo","Laguna Blanca","Laguna Blanca","lagunablanca@puntodigital.gob.ar","-25.133419","-58.244700","","","Activo"
"185","Laishi","San Martín","Municipalidad","AR-P","1455","6628","FOR023","Formosa","Laishi","San Francisco de Laishi","Misión San Francisco de Laishi","laishi@puntodigital.gob.ar","-26.244372","-58.630364","Lunes 08:00 a 12:00 - 16:00 a 20:00 , Martes 08:00 a 12:00 - 16:00 a 20:00 , Miércoles 08:00 a 12:00 - 16:00 a 20:00 , Jueves 08:00 a 12:00 - 16:00 a 20:00 , Viernes 08:00 a 12:00 - 16:00 a 20:00 ","","Activo"
"186","Palo Santo","Avenida 2 de Abril","Centro Cívico","AR-P","1454","7015","FOR025","Formosa","Pirane","Palo Santo","Palo Santo","palosanto@puntodigital.gob.ar","-25.564015","-59.33974","Lunes 07:00 a 13:00 - 16:00 a 19:00 , Martes 07:00 a 13:00 - 16:00 a 19:00 , Miércoles 07:00 a 13:00 - 16:00 a 19:00 , Jueves 07:00 a 13:00 - 16:00 a 19:00 , Viernes 07:00 a 13:00 - 16:00 a 19:00 ","","Activo"
"187","Perin","Avenida 25 de Mayo","Comisión de Fomento de Perín","AR-P","1453","6834","FOR033","Formosa","Patiño","Subteniente Perin","Subteniente Perín","perinformosa@puntodigital.gob.ar","-25.536364","-60.018565","","","Activo"
"188","Pirané","Sarmiento 625","Centro Cívico","AR-P","1454","7016","FOR026","Formosa","Pirane","Pirane","Pirané","pirane@puntodigital.gob.ar","-25.735544","-59.106623","Lunes 07:30 a 12:30 - 15:00 a 21:30 , Martes 07:30 a 21:30 - 15:00 a 21:30 , Miércoles 15:00 a 21:30 - 07:30 a 12:30 , Jueves 07:30 a 12:30 - 15:00 a 22:30 , Viernes 07:30 a 12:30 - 15:00 a 22:30 , Sábado 14:00 a 17:00 ","https://www.facebook.com/piranepuntodigital","Activo"
"189","Riacho He He","Avenida Libertador General San Martín","Centro de Capacitación Integral Municipal","AR-P","1451","6924","FOR029","Formosa","Pilcomayo","Riacho He-He","Riacho He-Hé","riachohehe@puntodigital.gob.ar","-25.370688","-58.290539","Lunes 07:00 a 12:00 , Martes 07:00 a 12:00 , Miércoles 07:00 a 12:00 , Jueves 07:00 a 12:00 , Viernes 08:00 a 18:00 , Sábado 08:00 a 18:00 ","","Activo"
"190","Tres Lagunas","Avenida Eulogio Gomes","Municipalidad","AR-P","1450","6879","FOR034","Formosa","Pilagas","Tres Lagunas","Tres Lagunas","treslagunas@puntodigital.gob.ar","-25.251453","-58.453278","","","Activo"
"191","Clorinda","Avenida San Martin 146","Facultad de Ciencias Económicas","AR-P","1451","6919","FOR002","Formosa","Pilcomayo","Clorinda","Clorinda","clorinda@puntodigital.gob.ar","-25.287491","-57.707174","Lunes 08:00 a 18:00 , Martes 08:00 a 18:00 , Miércoles 08:00 a 18:00 , Jueves 08:00 a 18:00 , Viernes 08:00 a 18:00 ","https://www.facebook.com/PDClorinda/","Activo"
"192","Abra Pampa","Sargento Paz 239","CIC Abra Pampa","AR-Y","1459","7107","JUJ002","Jujuy","Cochinoca","Abra Pampa","Abra Pampa","abrapampa@puntodigital.gob.ar","-22.724074","-65.692128","Lunes 07:00 a 13:00 - 14:00 a 17:00 , Martes 07:00 a 13:00 - 14:00 a 17:00 , Miércoles 07:00 a 13:00 - 14:00 a 17:00 , Jueves 07:00 a 13:00 - 14:00 a 17:00 , Viernes 07:00 a 13:00 - 14:00 a 17:00 , Sábado 07:00 a 13:00 - 14:00 a 17:00 , Domingo 07:00 a 13:00 - 14:00 a 17:00 ","","Activo"
